fov_id,tile_index,x,y,predicted_probability
2 (11).jpg,53,1930,1280,0.3035006821155548
2 (11).jpg,54,0,1530,0.16956490278244019
2 (11).jpg,55,256,1530,0.24351534247398376
2 (11).jpg,56,512,1530,0.31856492161750793
2 (11).jpg,57,768,1530,0.2469353824853897
2 (11).jpg,58,1024,1530,0.4677542448043823
2 (11).jpg,59,1280,1530,0.6079583764076233
2 (11).jpg,60,1536,1530,0.1405099332332611
2 (11).jpg,61,1792,1530,0.23800896108150482
2 (11).jpg,62,1930,1530,0.12798726558685303
2 (12).jpg,0,0,0,0.1408432126045227
2 (12).jpg,1,256,0,0.12922154366970062
2 (12).jpg,2,512,0,0.5619288086891174
2 (12).jpg,3,768,0,0.6584529876708984
2 (12).jpg,4,1024,0,0.8822681903839111
2 (12).jpg,5,1280,0,0.48791033029556274
2 (12).jpg,6,1536,0,0.15519225597381592
2 (12).jpg,7,1792,0,0.7465465664863586
2 (12).jpg,8,1930,0,0.8448882102966309
2 (12).jpg,9,0,256,0.2652299106121063
2 (12).jpg,10,256,256,0.11857643723487854
2 (12).jpg,11,512,256,0.5951451063156128
2 (12).jpg,12,768,256,0.8765329718589783
2 (12).jpg,13,1024,256,0.974478006362915
2 (12).jpg,14,1280,256,0.9349907636642456
2 (12).jpg,15,1536,256,0.33618679642677307
2 (12).jpg,16,1792,256,0.47323307394981384
2 (12).jpg,17,1930,256,0.6668928861618042
2 (12).jpg,18,0,512,0.6727587580680847
2 (12).jpg,19,256,512,0.6432892084121704
2 (12).jpg,20,512,512,0.7501261830329895
2 (12).jpg,21,768,512,0.934576153755188
2 (12).jpg,22,1024,512,0.9281980991363525
2 (12).jpg,23,1280,512,0.9219881892204285
2 (12).jpg,24,1536,512,0.747098445892334
2 (12).jpg,25,1792,512,0.26284122467041016
2 (12).jpg,26,1930,512,0.05619772523641586
2 (12).jpg,27,0,768,0.5980297327041626
2 (12).jpg,28,256,768,0.7772320508956909
2 (12).jpg,29,512,768,0.7202578186988831
2 (12).jpg,30,768,768,0.742068886756897
2 (12).jpg,31,1024,768,0.6048926115036011
2 (12).jpg,32,1280,768,0.5611336827278137
2 (12).jpg,33,1536,768,0.7386617064476013
2 (12).jpg,34,1792,768,0.5863123536109924
2 (12).jpg,35,1930,768,0.4458288848400116
2 (12).jpg,36,0,1024,0.3227132558822632
2 (12).jpg,37,256,1024,0.761981189250946
2 (12).jpg,38,512,1024,0.5531190633773804
2 (12).jpg,39,768,1024,0.7479304671287537
2 (12).jpg,40,1024,1024,0.7860515713691711
2 (12).jpg,41,1280,1024,0.48598089814186096
2 (12).jpg,42,1536,1024,0.7840504050254822
2 (12).jpg,43,1792,1024,0.7022091150283813
2 (12).jpg,44,1930,1024,0.6252080202102661
2 (12).jpg,45,0,1280,0.5151339769363403
2 (12).jpg,46,256,1280,0.5573738813400269
2 (12).jpg,47,512,1280,0.5785632133483887
2 (12).jpg,48,768,1280,0.7724799513816833
2 (12).jpg,49,1024,1280,0.8116439580917358
